county,you,he,she,it,we,they,me,him,her,us,them,mine,yours,his,hers,its,ours,theirs
"minnesota,renville",21456.88,2917.83,1688.26,11365.52,3835.22,2064.14,11862.44,1178.6,1274.16,681.68,1095.78,337.65,121.05,1114.89,6.37,872.8,12.74,0
"minnesota,rice",20277.34,1977.82,1614.04,11942.67,4030.14,2291.94,9911.46,723.84,1282.54,988.29,1097.55,252.04,112.98,967.18,8.69,792.12,11.17,3.73
"minnesota,rock",17896.68,2371.19,1462.35,12552.96,3847.2,2220.86,9703.43,1093.34,1571.68,833.67,1435.01,259.67,129.84,1107.01,0,574.01,20.5,20.5
"minnesota,roseau",20950.37,1622.95,1564.66,14463.06,3954.25,2335.79,10159.11,582.83,1165.65,694.91,1071.5,394.53,116.56,833.89,13.45,394.53,17.93,0
"minnesota,scott",21323.26,2336.77,1668.17,12070.64,3682.94,2449.57,11361.45,891.07,1351.24,701.77,1161.94,232.62,117.48,1000.36,5.46,778.27,15.61,11.32
"minnesota,sherburne",21578.09,2134.95,1662.26,12577.84,3436.55,2168.96,11337,915.86,1401.93,648.29,1128.24,292.65,105.91,957.66,6.69,746.4,14.49,13.38
"minnesota,sibley",20853.66,2097.41,1425.73,11855.73,3896.99,2129.09,11317.12,1216.62,1514.44,506.93,1051.87,335.84,133.07,1077.22,6.34,1013.85,12.67,0
"minnesota,st louis",19954.47,1934.86,1425.65,12612.32,3550.76,2180.38,10844.85,712.92,1212.75,688.71,1036.77,271.89,99.03,882.66,7.81,560.38,14.65,8.2
"minnesota,stearns",19486.88,2110.41,1595.33,12702.63,3742.42,2264.78,10498.85,789.01,1361.59,715.22,1095.29,243.22,103.68,952.04,8.45,699.97,13.19,7.83
"minnesota,steele",19884.58,2479.88,1834.03,11869.47,3699.12,2252.18,10486.7,900.46,1430.38,631.36,1142.65,298.08,97.29,1119.88,12.42,660.34,10.35,6.21
"minnesota,stevens",18068.45,1918.46,1194.68,13272.29,3387.84,2162.63,9535.64,645.3,1107.48,754.31,941.79,218.01,82.84,902.55,0,911.27,0,8.72
"minnesota,swift",21043.97,1473.08,1578.3,10550.68,3960.09,1616.56,11277.66,640.88,1128.72,899.15,1061.76,239.14,133.92,793.93,19.13,1367.86,0,9.56
"minnesota,todd",20826.49,2225.43,1421.05,12032.04,3934.71,2238.83,10443.41,683.72,1333.91,737.34,1072.49,254.72,93.84,864.7,6.7,1005.46,13.41,0
"minnesota,traverse",16255.05,3144.58,1378.78,12481.56,3821.87,2128.64,9603.06,1209.45,919.18,604.73,1040.13,532.16,96.76,1257.83,0,943.37,24.19,0
"minnesota,wabasha",25744.55,1921.07,1714.86,12893.98,3863.85,2130.91,13129.14,828.49,1523.11,654.83,1201.12,383.49,119.39,745.27,0,958.73,10.85,21.71
"minnesota,wadena",21158.43,2503.1,1475.99,12074.23,3712.8,2236.81,10415.64,951.03,1498.82,699.96,1027.11,213.03,144.56,935.81,7.61,441.28,7.61,7.61
"minnesota,waseca",22688.52,2142,1561.2,13033.24,4144.61,2220.99,10621.74,994.34,1147.67,887.47,985.04,288.08,162.62,901.41,9.29,650.5,13.94,9.29
"minnesota,washington",19741.14,2571.32,1789.92,12191.73,3626.67,2557.84,10706.67,1001.25,1492.64,685.48,1194.29,283.35,106.52,1074.89,9.24,813.97,14.39,11.06
"minnesota,watonwan",24852.31,1936.41,1827.68,12053.37,4255.96,1931.23,11810.02,735.21,1662,745.57,1185.66,326.19,124.26,776.63,10.36,538.47,31.07,5.18
"minnesota,wilkin",18868.34,2258.51,2157.86,13172.98,3046.53,2395.98,13703.24,854.3,1693.88,618.63,1394.38,213.58,100.65,994.23,9.82,1460.66,9.82,9.82
"minnesota,winona",19213.66,1991.19,1495.57,13058.68,3887.62,2069.12,9827.52,733.76,1388.35,759.94,1033.62,227.55,98.5,930.14,8.73,557.96,19.33,8.1
"minnesota,wright",22083.97,2391.25,1689.28,12571.39,3856.59,2268.96,10365.96,911.08,1356.29,723.67,1209.65,269.46,115.94,1022.25,10.59,768.67,12.7,12.18
"minnesota,yellow medicine",20058.3,2032.68,1125,11301.17,4269.9,2147.73,8527.01,805.4,779.83,958.81,1176.14,281.25,127.84,1035.51,12.78,498.58,38.35,0
"mississippi,adams",20670.12,2853.72,3076.97,13907.76,3798.6,3357.37,12770.29,1020.01,2024.16,682.48,1610.44,264.53,129.09,1073.98,12.7,568.2,15.87,5.29
"mississippi,alcorn",24482.19,2872.79,1701.76,13288.11,4580.32,2852.6,10092.27,920.1,1393.13,1032.59,1260.45,366.31,109.61,1156.62,11.54,392.27,25.96,14.42
"mississippi,amite",18701.12,2606.82,2856.17,13056.78,3604.22,2980.85,12410.75,1054.06,1926.78,793.38,1575.43,306.02,181.34,952.06,0,498.7,11.33,34
"mississippi,attala",16513.32,2932.1,3098.49,11723.92,3579.68,3129.97,13176.48,1173.74,2050.67,742.02,1479.54,337.28,107.93,1110.78,13.49,562.14,8.99,0
"mississippi,benton",15945.69,2419.17,1846.89,11523.55,3771.82,3147.52,10092.86,1040.5,1196.58,572.28,1612.78,156.07,104.05,962.46,0,858.41,52.02,0
"mississippi,bolivar",15394.17,2997.02,2764.65,11895.78,3199.16,3235.77,10830.99,1136.42,2021.36,609.59,1335.37,256.25,130.51,1289.21,14.32,873.8,12.73,11.14
"mississippi,calhoun",19284.8,3135.71,2742.49,14246.82,3801.17,3612.96,13107.48,1183.03,1680.45,830.14,1824.96,215.1,171.41,1256.97,16.8,638.57,20.16,20.16
"mississippi,carroll",17862.7,3264.73,2779.38,12420.09,3982.39,3260.59,12951.08,1269.39,1941.42,696.92,1563.92,228.16,116.15,1095.16,12.45,680.33,12.45,4.15
"mississippi,chickasaw",17731.43,3308.95,2909.6,12534.09,3919.4,3126.39,13252.93,1306.47,2076.65,696.02,1643.07,256.73,108.4,1186.66,11.41,815.83,22.82,17.11
"mississippi,choctaw",19239.51,2843.09,1557.86,13812.98,4349.01,3479.21,10359.74,1077.52,1207.34,791.91,1505.93,246.66,181.75,999.62,0,441.39,12.98,12.98
"mississippi,claiborne",16794.7,3105.63,3710.95,12547.83,3180.82,3416,13224.48,1064.13,2162.95,497.36,1669.45,156.15,106.03,1123.89,13.49,836.65,7.71,17.35
"mississippi,clarke",19993.82,2747.67,2704.11,14538.08,4077.95,2403.22,13647.27,1251.1,1880.61,803.71,1255.06,427.59,130.65,902.69,11.88,657.22,0,19.8
"mississippi,clay",16806.51,2827.38,3259.17,11488.05,3761.54,3030.82,12791.72,925.85,2175.55,685.05,1266.3,170.22,112.1,925.85,16.61,543.89,4.15,4.15
"mississippi,coahoma",14610.1,3066.43,3179.34,11895.78,3290.76,3755.78,13681.56,1261.34,1825.89,576.44,1897.2,225.82,102.51,1133.57,22.29,739.87,10.4,10.4
"mississippi,copiah",16686.33,3084.99,3164.28,12659.5,2926.41,2902.39,11402.92,1117.23,1890.88,675.14,1335.87,233.06,110.52,1160.47,14.42,812.09,7.21,9.61
"mississippi,covington",17995.35,2574.96,2775.67,12399.95,4528.21,2677.76,11166.32,1076.98,2056.05,1125.93,1400.07,264.35,107.7,1028.03,29.37,587.44,19.58,4.89
"mississippi,de soto",20627.82,2872.95,2333.4,12049.36,4018.61,2922.7,11358.4,1114.91,1613.6,768.59,1368.94,314.12,109.35,1163.93,7.21,755.85,16.82,8.17
"mississippi,forrest",18305.99,2635.64,2841.44,12399.94,3685.84,3122.16,12093.5,939.62,1936.12,679.67,1385.97,280.04,122.98,1005.07,15.35,636.8,14.89,10.83
"mississippi,franklin",16987.95,3204.57,3155.08,12595.58,4033.55,3427.28,13226.6,1224.91,2449.83,853.73,1026.95,160.85,111.36,1138.3,12.37,618.64,24.75,0
"mississippi,george",20943.78,2283.82,2119.09,11898.34,4238.18,2486,13433.37,950.97,1744.69,1033.34,1228.02,314.49,67.39,816.19,7.49,516.67,7.49,29.95
"mississippi,greene",17889.51,3449.28,2708.76,11614.54,3429.8,2981.58,12803.27,1831.82,1559,760.01,1071.81,428.73,97.44,1305.66,0,467.7,0,19.49
"mississippi,grenada",19640.51,3205.92,3099.66,11921.45,3667.06,3456.54,15333.88,1180.92,1996.93,621.53,1467.62,328.81,116.29,1122.77,8.02,633.57,16.04,8.02
"mississippi,hancock",24772.02,2413.78,2556.08,13079.05,4049.32,2522.7,12884.05,874.87,1807.7,990.81,1213.92,351.35,131.76,827.43,5.27,574.46,15.81,12.3
"mississippi,harrison",20335.4,2724.04,2784.44,12078.09,3618.9,3124.91,11696.71,1010.12,1979.33,744.72,1443.23,296.68,127.29,1079.66,16.6,866.95,17.08,9.38
"mississippi,hinds",16809.73,3300.4,3695.84,11254.45,3703.51,3614.59,12610.05,1172.62,2227.61,738.23,1601.67,224.26,126.66,1208.57,12.69,792.54,12.8,10.24
"mississippi,holmes",14237.12,4085.98,3866.07,11231.68,3564.71,3401.81,16585.53,1387.33,2315.84,616.29,1566.52,198.19,86.88,1213.58,16.29,1200,10.86,13.57
"mississippi,humphreys",18231.61,2363.62,2363.62,11501.05,2911.29,3271.6,12452.26,792.68,1988.9,893.57,1527.71,259.42,245.01,778.27,0,763.85,43.24,14.41
"mississippi,issaquena",24580.19,2433.68,1216.84,13385.25,2920.42,2433.68,11681.67,730.11,486.74,2190.31,973.47,0,0,1946.95,0,1460.21,0,0
"mississippi,itawamba",22742.57,2317.48,2387.03,13591.89,4557.95,2650.32,11602.29,896.69,1723.83,926.49,1353.72,345.26,89.42,909.11,2.48,457.04,27.32,24.84
"mississippi,jackson",21624.08,2244.1,2685.13,12354.91,4015.72,3026.58,12479.95,873.08,2060.65,806.44,1380.01,336.95,146.01,876.82,18.72,633.47,17.22,9.73
"mississippi,jasper",19253.84,2560.58,3080.12,11417.47,3710.99,2987.35,12475.1,1138.04,2034.86,729.83,1305.03,272.14,123.7,903.01,12.37,575.2,24.74,0
"mississippi,jefferson",16696.98,1991.42,3850.09,10859.9,2827.82,3345.59,13886.86,708.06,2456.09,557.6,1717.05,141.61,181.44,725.76,13.28,2279.07,8.85,8.85
"mississippi,jefferson davis",13678.32,3344.11,3897.55,12990.72,3565.49,3729.84,14486.68,1220.92,2176.86,620.52,1472.48,214.67,308.58,1120.29,13.42,912.34,6.71,10.06
"mississippi,jones",14004.62,1722.53,1845.78,9188.45,2952.09,2198.18,8321.89,634.52,1304.66,599.85,1058.17,200.27,83.77,749.1,7.7,564.23,15.41,20.22
"mississippi,kemper",18127.1,2741.29,4030.51,12722.56,3857.48,3240.01,13289.14,936.38,2259.53,532.65,1631.88,369.8,128.92,793.89,16.96,868.53,10.18,13.57
"mississippi,lafayette",17638.15,2224.22,1850.42,12426.81,3991.33,2512.57,9936.44,809.2,1457.75,847.15,1139.32,234.17,103.36,979.63,9.07,436.82,14.56,8.59
"mississippi,lamar",19155.74,2588.51,2351.22,12788.6,4077.5,2987.03,12246.99,963.67,1550.57,961.86,1517.97,407.57,179.33,970.92,14.49,438.36,9.06,19.93
"mississippi,lauderdale",18209.05,3242.89,3212.28,12004.45,3732.55,3200.04,13323.11,1203.51,2166.77,648.81,1464.79,292.65,120.5,1211.54,14.92,794.18,17.6,12.24
"mississippi,lawrence",21913.77,4658.02,2172.18,11984.46,4161.79,4217.97,11071.58,1437.2,1704.04,795.84,1671.27,243.43,121.72,1685.31,9.36,1558.92,18.73,23.41
"mississippi,leake",20390.8,3807.36,2919.18,12074.23,3633.45,2975.08,12999.68,1341.58,2062.06,1068.3,1428.54,285.71,167.7,1540.33,18.63,1037.24,18.63,12.42
"mississippi,lee",20360.83,3122.65,3132.91,12292.97,3879.34,3200.28,11828.07,1101.56,2016.18,825.39,1323.75,284.65,116.89,1161.79,14.72,677.27,14.28,18.74
"mississippi,leflore",15549.1,2829.75,2689.97,13315.36,2958.97,3541.8,12787.92,1023.25,1714.2,611.84,1395.09,197.79,100.22,1046.98,15.82,833.36,18.46,13.19
"mississippi,lincoln",16953.44,2689.55,3042.53,12734.88,3812.2,3665.84,12776.21,959.08,2123.05,633.64,1556.56,244.5,110.2,953.91,17.22,726.62,8.61,12.05
"mississippi,lowndes",18763.08,2918.49,3058.97,11959.23,3580.03,3388.66,12295.38,1021.33,1954.5,713.14,1531.64,220.75,118.26,1099.45,13.62,904.5,15.77,10.75
"mississippi,madison",18964.17,2791.93,2786.51,12053.97,3950.67,3091.57,11724.8,1099.05,1858.68,802.43,1437.26,256.22,115.75,1153.91,15.07,510.04,19.89,9.04
"mississippi,marion",20386.78,3210.47,3207.54,12747.98,4043.9,3503.93,13540.32,1197.32,2098.25,619.2,1596.43,372.7,111.52,939.08,14.67,830.5,35.22,17.61
"mississippi,marshall",21692.41,2520.03,2479.32,12255.15,4176.48,2852.18,11800.86,1075.73,1671.45,855.01,1412.16,332.15,113.57,1082.16,6.43,829.3,6.43,6.43
"mississippi,monroe",20441.27,2881.45,2518.54,12627.68,3587.61,3043.24,12249.46,1058.14,1816.76,1139.03,1274.57,279.84,139.92,1049.39,8.74,900.73,17.49,13.12
"mississippi,montgomery",19669.05,2266.22,2693.8,12642.35,3335.19,2736.56,12884.65,741.15,1425.29,641.38,1311.27,456.09,57.01,940.69,14.25,441.84,0,28.51
"mississippi,neshoba",18429.72,2753.1,2191.79,12367.56,4204.49,2668.9,11699.33,1122.62,1479.46,694.96,1178.75,288.67,144.34,1069.16,10.69,808.55,17.37,10.69
"mississippi,newton",18111.37,2442.34,2962.26,12534.57,3667.64,2968.89,13213.45,1154.11,1859.49,630.87,1362.74,291.43,97.69,851.09,8.28,755.05,6.62,3.31
"mississippi,noxubee",14709.37,3244.94,2586.77,11257.8,3405.66,2739.83,15551.22,1255.12,1905.64,505.11,1507.67,229.59,84.19,1079.1,15.31,1147.97,15.31,38.27
"mississippi,oktibbeha",18060.51,2281.61,1992.75,12781.37,4182.22,2864.37,10153.4,821.18,1476.57,929.79,1355.18,267.34,114,939.21,13.12,489.28,18.83,8.74
"mississippi,panola",18804.39,3357.93,2328.78,12377.69,4063.71,3124.74,10823.1,1262.33,1495.52,746.21,1635.43,273.61,136.8,1296.53,12.44,727.55,24.87,12.44
"mississippi,pearl river",20883.51,2495.01,2795.13,13272.34,3664.18,2998.79,13014.26,989.43,1858.47,700.02,1390.14,361.96,155.01,930.89,19.79,927.59,14.84,8.24
"mississippi,perry",22063.14,2984.26,3247.83,13229.38,4123.55,2950.25,12829.78,1122.29,2355.1,756.69,1377.35,357.09,93.52,1224.31,17,450.62,25.51,0
"mississippi,pike",16141.44,2966.51,2652.63,12713.33,4220,3346.05,11769.63,1054.49,1844.33,828.82,1713.03,276.96,164.12,1230.92,6.16,613.41,16.41,10.26
"mississippi,pontotoc",17253.82,3795.45,1914.91,11855.25,5180.07,2985.29,9088.45,1242.24,1374.81,957.46,1448.46,211.13,122.75,1487.74,9.82,1303.61,19.64,7.37
"mississippi,prentiss",23328.58,2356.56,2376.32,13311.71,4175.84,2771.38,12225.28,821.74,1698.78,967.91,1355.07,369.39,187.66,900.75,5.93,608.4,19.75,7.9
"mississippi,quitman",11677.23,3157,3230.13,10251.1,3217.94,3327.64,11238.42,1157.97,1974.65,694.78,1304.24,134.08,146.27,1413.94,0,1657.73,0,0
"mississippi,rankin",20214.09,2747.35,2407.89,12550.67,3924.21,2798.64,11603.19,1022.98,1879.4,824.15,1314.6,311.79,129.1,1138.82,10.37,540.6,20.17,10.95
"mississippi,scott",21014.66,2807.07,3223.81,12718.01,3214.23,3369.91,12162.35,1089.77,2282.54,620.33,1564,261.07,122.15,965.23,14.37,749.67,14.37,11.98
"mississippi,sharkey",11117.36,3330.88,3028.07,10641.52,2508.98,2898.3,10381.97,994.94,1384.26,648.87,1341,129.78,129.78,1427.52,0,1946.62,0,0
"mississippi,simpson",19014.11,1983.71,3128.03,13308.9,4246.12,2728.01,13335.13,868.9,1905.02,675.45,1278.76,262.31,137.71,780.37,13.12,501.67,9.84,6.56
"mississippi,smith",20636.01,2472.96,1572.61,12412.82,3097.2,2508.97,11560.49,912.35,1164.45,564.22,1428.55,336.13,240.09,780.3,0,408.16,0,0
"mississippi,stone",17317.93,2218.77,2641.84,11930.79,4023.68,2690.12,10594.93,742.66,1510.61,984.08,1515.2,220.73,108.06,765.65,11.5,1308.27,36.79,2.3
"mississippi,sunflower",15921.99,2981.03,2168.97,11323.77,3532.82,2946.33,11014.91,1172.98,1474.9,728.77,1179.92,201.28,86.76,1447.14,10.41,1221.57,10.41,31.23
"mississippi,tallahatchie",17069.9,3512.14,3638.66,12438.17,3343.43,3312.76,16479.43,1081.25,2342.7,544.46,1445.5,203.21,88.19,1380.32,23,651.82,3.83,11.5
"mississippi,tate",23026.24,2533.6,2313.82,12804.34,4275.57,3007.76,11577.22,962.56,1776.57,846.57,1479.46,291.01,140.42,952.39,6.11,516.89,8.14,14.24
"mississippi,tippah",22291.92,2620.59,2781.21,14493.55,4040.78,2523.37,11961.72,1048.24,1872.45,786.18,1263.8,355.05,143.71,951.02,12.68,688.96,25.36,4.23
"mississippi,tishomingo",24988.69,3001.42,1487.13,14265.03,4039.09,2723.9,8584.96,1257.88,1336.31,1197.55,1487.13,383.1,120.66,1167.39,3.02,337.85,12.07,6.03
"mississippi,tunica",16140.33,2868.4,2319.37,10902.14,3837.6,2733.94,11227.08,1215.71,1557.45,705.89,1669.5,252.1,72.83,1249.32,5.6,929.99,16.81,39.22
"mississippi,union",21505.93,2746.53,2582.84,12071.03,4410.06,2721.79,11916.86,1058.26,1684.46,881.25,1202.92,346.41,156.07,942.16,9.52,1313.31,20.94,11.42
"mississippi,walthall",17451.95,2168.48,2654.22,12438.42,4059.4,2532.79,11119.98,1040.87,1856.22,607.17,1439.87,416.35,69.39,954.13,0,399,17.35,34.7
"mississippi,warren",19109.7,3092.43,2950.28,12957.3,3737.1,3574.81,12624.89,1208.77,1996.7,997.23,1667.65,280.93,117.52,1085.65,15.67,557.38,16.79,11.19
"mississippi,washington",15159.75,3650.85,3904.03,12091.85,3088.12,3811.48,13094.98,1411.62,2299.86,632.94,1942.44,237.22,132.97,1429.7,15.96,1047.81,8.51,21.27
"mississippi,wayne",18314,3732.52,3123.61,12777.96,4071.84,3235.16,12559.5,1506.02,1747.73,766.96,1529.27,381.15,120.85,1492.08,13.95,1059.8,23.24,13.95
"mississippi,webster",22198.68,2938.3,2226.49,10768.26,5288.95,3012.8,11736.66,1266.37,1812.64,885.63,1332.58,322.8,173.81,1340.86,8.28,935.29,16.55,57.94
"mississippi,wilkinson",18079.97,1991.6,1960.48,12603.08,3703.13,2084.95,10673.72,809.09,1680.41,995.8,1213.63,124.47,62.24,840.21,0,497.9,31.12,0
"mississippi,winston",13851.11,2543.57,2694.67,12856.35,3393.52,3176.31,11984.36,1019.95,1728.24,664.22,1429.18,217.21,88.14,878.29,9.44,894.03,12.59,15.74
"mississippi,yalobusha",18728.34,3022.7,3004.43,11798.42,3614.82,3358.97,12924.17,1158.64,2119.91,665.21,1739.79,226.61,116.96,1114.78,3.65,1260.98,10.96,7.31
"mississippi,yazoo",17981.85,2390.09,4194.48,11264.17,3209.46,3239.04,13976.68,1002.77,2611.94,559.07,1541.13,337.21,100.57,949.53,14.79,766.13,17.75,5.92
"missouri,adair",15759.79,2835.34,1761.27,12549.46,4092.66,2558.76,8743.56,856.88,1362.52,850.09,972.26,208.71,98.41,1128.37,6.79,644.78,16.97,5.09
"missouri,andrew",21664.51,2386.14,1951.96,13726.79,3967,2334.19,11926.98,938.87,1484.38,641.99,1194.92,333.99,148.44,831.25,3.71,560.35,3.71,11.13
"missouri,atchison",23712.45,1956.23,1883.1,13236.56,4972.85,2303.6,10293.07,914.13,1316.34,822.71,1023.82,201.11,201.11,932.41,0,603.32,36.56,36.56
"missouri,audrain",22609.96,2688.21,1747.96,12021.2,4126.96,1766.9,11775.1,1154.79,1438.76,877.14,1034.9,271.35,82.03,1028.59,6.31,795.1,6.31,12.62
"missouri,barry",20758.95,2286.04,1689,11834.76,3707.94,2348.88,9992.58,820.93,1194.08,797.36,1143.02,235.67,137.48,1009.47,0,490.99,19.64,15.71
"missouri,barton",28630.08,3414.88,2947.36,13568.04,5091.83,2855.89,13517.22,1107.8,1971.68,752.09,1433.03,325.23,132.12,985.84,10.16,406.53,30.49,0
"missouri,bates",22898.52,2432.82,1890.91,14429.76,3804.89,2507.77,11466.55,1141.47,1573.84,743.68,1631.49,305.54,144.12,962.75,5.76,778.27,17.3,0
"missouri,benton",23389.39,3045.56,1709.79,11647.94,3566.51,2137.24,9403.84,988.47,1268.98,721.32,1349.13,200.37,80.15,1268.98,26.71,1001.83,13.36,40.07
"missouri,bollinger",20626.1,3552.62,1755.41,14168.69,4764.69,3678.01,11096.72,1107.58,1462.84,835.91,1253.87,501.55,104.49,1191.17,0,647.83,0,0
"missouri,boone",18275.05,2450.7,1674.15,12362.18,3879.43,2579.86,9542.49,864.74,1376.33,804.75,1112.29,220.28,90.19,1106.3,8.11,504.93,17.69,8.11
"missouri,buchanan",21814.24,2940.57,2176.83,13367.42,4308.98,2720.01,11609.23,1041.67,1565.83,860.4,1283.79,338.14,111.23,1115.19,11.09,726.67,17.75,15.21
"missouri,butler",23170.97,2613.89,2181.32,13491.25,3505.2,2681.62,11847.18,977.52,1557.87,778.93,1317.72,366.38,109.3,1091.43,7.7,588.05,26.17,7.7
"missouri,caldwell",22206.27,1595.66,1436.09,13297.17,4414.66,2260.52,9919.68,1249.93,1569.07,824.42,930.8,398.92,79.78,718.05,0,638.26,26.59,26.59
"missouri,callaway",20793.97,2285,1602.98,12472.9,4204.1,2322.33,10710.61,963.28,1346.61,908.52,1192.28,311.14,181.71,998.13,12.45,667.08,27.38,7.47
"missouri,camden",22190.75,2246.44,1487.83,11355.29,4318.39,2114.19,11507.74,876.17,1182.92,973.52,1006.58,323.28,104.7,966.17,16.53,698,11.02,11.02
"missouri,cape girardeau",19576.82,2367.19,1905.1,12516.94,3769.67,2571.6,10947.69,861.06,1480.08,758.57,1159.28,270.42,118.13,953.13,9.84,675.18,17.95,6.37
"missouri,carroll",17840.82,3317.4,914.24,13974.87,4910.8,2638.25,7418.44,1488.91,809.76,940.37,1227.7,156.73,52.24,1253.82,0,496.3,26.12,0
"missouri,carter",24467.75,2224.34,2197.86,12154.43,4025,2038.98,10406.74,1006.25,1429.93,1403.45,1429.93,450.16,79.44,953.29,26.48,423.68,0,0
"missouri,cass",22019.62,2702.54,1949.24,13468.39,4232.52,2580.8,11462.18,1086.37,1646.85,836.57,1318.64,347.68,106.64,1021.61,9.74,836.57,16.56,11.69
"missouri,cedar",17163.8,4562.33,2186.77,11075.45,3964.51,2989.11,9297.72,1699.08,1526.02,943.93,1116.98,173.05,94.39,2076.65,31.46,1116.98,62.93,31.46
"missouri,chariton",22664.95,3095.4,1869.7,11696.03,3697.86,2160.55,11986.87,934.85,1495.76,768.65,1121.82,207.75,124.65,934.85,0,893.3,20.77,41.55
"missouri,christian",23684.06,2608.74,1810.2,12917.88,3898.56,2114.04,11077.72,1058.73,1462.71,817.37,1128.06,287.58,134.37,1098.96,5.13,629.93,16.26,10.27
"missouri,clark",16633.96,3322.33,1917.59,14448.81,3389.23,1962.18,12285.94,1137.17,1449.34,668.93,1025.69,267.57,66.89,1047.98,0,2675.7,0,0
"missouri,clay",20665.2,2570.03,1829.73,12406.74,3964.78,2564.14,10858.75,976.26,1425.99,754.05,1152.89,273.1,110.42,1057.6,8.64,711.03,12.18,11.2
"missouri,clinton",19001.84,2509.87,1849.38,13870.33,3703.84,2443.82,10562.79,858.64,1483.57,746.86,1361.63,289.6,121.94,1011.06,5.08,630.01,30.48,5.08
"missouri,cole",19405.19,2738.58,1908.23,11196.9,3601.22,2890.91,9910.39,950.39,1334.52,682.16,1265.81,241.74,109.28,1081.19,6.62,890.78,13.25,8.28
"missouri,cooper",22621.93,2286.51,1707.12,13268.98,4247.11,2400.32,10734.17,957.02,1546.75,838.04,1319.14,237.96,134.5,765.62,25.86,843.21,25.86,10.35
"missouri,crawford",23165.3,1815.95,1469.23,12763.67,4121.65,2401.04,10588,771.45,1165.85,966.49,1434.56,277.38,104.02,871.14,17.34,749.78,17.34,8.67
"missouri,dade",27980.22,1943.47,1114.64,10860.56,3172.43,2200.69,13004.09,1371.86,885.99,800.25,1171.8,142.9,200.06,943.15,0,771.67,28.58,0
"missouri,dallas",22936.53,2307.64,1724.9,12470.57,4522.04,1771.52,9347.1,815.83,1282.02,1118.86,885.76,326.33,209.78,1188.78,0,372.95,46.62,0
"missouri,daviess",20603.43,1423.46,1658.25,12913.83,4064.92,2436.02,12517.61,513.62,1012.56,748.41,1291.38,278.82,132.07,704.39,58.7,689.72,29.35,0
"missouri,de kalb",20223.1,2671.92,1335.96,13326.21,3890.99,2371.33,10019.7,1252.46,1252.46,851.67,1068.77,317.29,116.9,985.27,16.7,684.68,0,16.7
"missouri,dent",45196.89,1566.81,1139.01,42517.81,2850.21,1502.64,10101.39,561.49,866.29,588.22,711.22,229.94,80.21,625.65,5.35,941.16,5.35,0
"missouri,douglas",17833.46,3733.73,1719.48,11692.46,4323.26,1817.73,9334.32,1375.58,1031.69,835.18,933.43,638.66,98.26,736.92,0,1228.2,0,49.13
"missouri,dunklin",23993.97,3113.08,2301.33,13167.22,4330.7,3045.09,12584.16,1234.11,1707.97,939.49,1551.39,418.24,140.1,1036.32,10.3,863.25,12.36,16.48
"missouri,franklin",19955.24,2507.27,1618.02,12879,3728.8,2355.28,10531.27,951.55,1225.31,750.48,1150.74,301.14,122.72,961.94,9.44,568.29,13.22,7.55
"missouri,gasconade",18752.93,2031.57,1453.35,12658.23,4031.88,2062.82,8063.76,953.27,1203.31,797,859.51,171.9,93.77,765.75,0,328.18,31.25,31.25
"missouri,gentry",24994.24,2142.36,1612.53,11587.19,3616.68,2096.29,10320.2,737.16,967.52,806.27,967.52,506.8,161.25,783.23,0,1013.59,23.04,0
"missouri,greene",19105.07,2301.27,1617.9,12174.95,3664.1,2297.8,9992.55,852.84,1337.96,849.22,1100.96,232.95,102.66,993.53,7.37,630.44,17.21,7.95
"missouri,grundy",20879.06,2246.73,1381.61,12963.87,4002.79,2014.31,10265.22,736,748.91,723.08,942.59,142.03,77.47,748.91,0,606.87,0,0
"missouri,harrison",23449.64,2565.37,2179.96,11489.96,4865.77,2348.58,10309.65,915.34,1674.11,843.08,1168.27,301.1,228.84,1120.09,12.04,578.11,0,0
"missouri,henry",23319.68,2250.59,1810.54,14622.18,4198.97,2303.6,12011.08,888.04,1375.8,797.91,1317.48,429.44,119.29,787.31,7.95,697.18,10.6,7.95
"missouri,hickory",19868.15,2335.32,1688.61,11335.26,4113.75,1904.18,10311.32,952.09,1275.44,574.85,1311.37,251.5,161.68,1077.84,0,664.67,35.93,0
"missouri,holt",23969.22,1831.12,1625.38,12221.22,4402.93,2510.08,12344.66,678.96,1440.21,905.27,1296.19,267.47,123.45,740.68,0,884.7,41.15,0
"missouri,howard",21787.6,2151.33,2172.7,13826.95,4128.14,2703.41,10325.69,641.13,1499.52,733.73,1271.57,252.89,121.1,758.67,0,455.91,21.37,10.69
"missouri,howell",25108.42,2941.48,1406.46,13002.23,4158.9,3032.22,10586.29,1243.89,1119.12,1134.25,1327.07,253.31,113.42,1096.44,11.34,967.89,7.56,22.68
"missouri,iron",23523.85,2558.95,1803.6,13575.8,3602.06,1916.64,13981.74,1238.37,1305.17,560.09,1079.08,493.29,143.88,786.18,15.41,703.97,20.55,5.14
"missouri,jackson",18523.88,2711.89,1935.05,11914.38,3858.47,2656.51,10026.24,1045.35,1479.75,788.1,1190.97,247.38,113.61,1089.53,10.46,787.83,15.12,10.13
"missouri,jasper",19863.17,2369.41,1814.97,12073.71,3901.78,2429.91,10608.89,912.87,1433.74,799.33,1143.27,250.28,109.81,1075.31,8.29,653.89,19.48,10.77
